Id_Key,Dept,Dept,Gender,Age,Total Comp,District,SSC_RES,HSC,CGPA,SSC_Board,HSC_Board,GroupOrSubject,TotalDue,ScholarshipCount,WaiverCount,ReAdmission,TotalLateRegFineCount,StudyDurationAtUiu,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9,Course_10,Status
2622,BSCSE,3,2,26,51,0,5,4.25,1.87,5,5,Science,36004,0,11,0,0,11,1,1,1,1,1,1,4,2,1,1,Dropout
2623,BSCSE,3,1,27,20,0,4.31,4.9,1.59,11,11,science,27000,0,0,0,0,5,1,1,1,3.33,3,2.67,3.67,1,2,2,Dropout
2624,BSCSE,3,1,28,10,0,5,3.75,1.02,4,5,Science,37200,0,0,1,0,3,1,1,1,1,2,2.33,1,4,1,2,Dropout
2625,BSCSE,3,1,24,12,0,4.44,4,1.09,1,1,Science,0,0,0,0,0,3,1,1,1,1,2.67,3.67,2,1,3.67,0,Dropout
2626,BSCSE,3,1,26,138,0,4.81,4.5,3.47,5,5,SCIENCE,0,6,0,0,1,14,3.33,5,4.33,3.67,5,4,5,4.33,5,4.67,Complete
2627,BSCSE,3,1,29,138,2,4.8,4.4,3.98,7,13,"Language Reading, Language Writing, Social Studies, Math, Science",0,12,0,0,1,12,5,5,5,5,4.67,5,5,5,5,5,Complete
2628,BSCSE,3,1,24,15,0,5,4.5,1.8,8,8,Science,-6200,0,0,0,0,4,3,3.33,1,1,3,2,2.67,0,0,0,Dropout
2629,BSCSE,3,2,24,138,0,5,4.67,3.08,5,5,Science,0,1,0,0,4,15,3.67,4,4.67,5,3.67,2,2.67,2.67,3.33,2.67,Complete
2630,BSCSE,3,1,25,9,0,4.25,4.83,0.89,4,5,Science,42000,0,0,0,0,2,1,1,1,1,3.33,2,3.33,0,0,0,Dropout
2631,BSCSE,3,1,27,38,0,4.31,2.87,1.98,6,10,Graphic Design,0,0,0,0,0,7,3,4.33,3.33,1,2.33,3.33,3,2,4,2.33,Dropout
2632,BSCSE,3,1,25,138,0,5,4.25,3.44,5,5,Science,0,5,13,0,1,13,4.67,4.67,3.33,5,4.33,4.33,4,5,5,2.67,Complete
2633,BSCSE,3,1,27,10,0,5,5,1.67,11,5,SCIENCE,38000,0,4,0,2,4,1,1,4,3.67,1,1,1,1,1,4.33,Dropout
2634,BSCSE,3,2,25,12,0,5,4.8,0.94,11,11,Science,-16050,0,0,0,1,5,2,1,1,1,1,2.33,2.33,2.33,0,0,Dropout
2635,BSCSE,3,1,25,36,0,4.94,5,1.61,5,5,SCIENCE,0,0,3,0,0,4,3,4.33,2.33,2,2.67,1,2,2.67,2,4.67,Dropout
2636,BSCSE,3,1,27,138,0,5,5,2.64,5,5,SCIENCE,0,0,36,0,0,18,1,1,1,1,1,3.67,4.33,4,4.67,2.67,Complete
2637,BSCSE,3,1,26,138,0,5,5,2.98,5,5,science,-6,1,12,0,1,13,3.33,4.67,5,4.33,4,4.33,3,4.33,2.67,4,Complete
2638,BSCSE,3,2,26,0,0,5,5,0,2,2,Science,14500,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2639,BSCSE,3,1,27,80,0,5,5,2.23,5,5,Science,59000,0,13,0,7,13,2.33,2.67,2,1,4,2.67,3.67,1,3.67,4.33,Dropout
2640,BSCSE,3,1,25,16,0,5,5,2.31,8,5,SCIENCE,0,0,3,0,0,3,2.33,3.67,2,2,1,3.33,3.67,4,0,0,Dropout
2641,BSCSE,3,1,26,138,0,5,5,2.85,11,11,Science,0,0,15,0,0,15,2.67,4.33,3.67,1,2,3.33,4,2.33,5,2,Complete
2642,BSCSE,3,2,24,9,0,5,5,1.84,5,5,Science,200,1,1,0,0,2,1,1,1,1,5,5,4.67,0,0,0,Dropout
2643,BSCSE,3,1,25,138,0,5,5,3.09,5,5,SCIENCE,0,0,15,0,2,15,3.67,4.33,4.33,1,3.33,3.67,2.67,4.33,5,4,Complete
2644,BSCSE,3,1,25,138,0,5,4.6,3.16,5,5,Science,0,4,0,0,0,12,2,2.67,3.67,4.33,3,4,4,4.67,5,4,Complete
2645,BSCSE,3,1,24,49,0,5,3.67,1.74,6,6,science,0,0,0,0,1,12,1,1,1,1,1,1,1,2,1,1,Dropout
2646,BSCSE,3,2,24,138,0,4.69,4.58,3.19,5,5,Science,0,1,0,0,0,13,3,5,3.33,5,3.33,4.33,3,2.33,2.33,5,Complete
2647,BSCSE,3,1,25,138,0,4.6,2.5,3.3,2,2,N/Science,0,4,0,0,1,17,4,4.67,3,3,5,2.67,3.67,4,1,3.67,Complete
2648,BSCSE,3,1,26,138,0,4.4,2,3.37,5,5,Science,0,4,0,0,2,16,1,1,3.33,1,5,4,5,5,1,1,Complete
2649,BSCSE,3,1,27,138,0,4.63,3,3.09,12,12,Science,0,0,0,0,0,17,2.67,5,4.33,5,5,3.33,4.33,4.67,5,3.67,Complete
2650,BSCSE,3,1,25,13,0,3.94,3.2,1.3,5,5,SCIENCE,0,0,0,0,1,4,1,1,2.67,3.67,1,1,1,1,1,1,Dropout
2651,BSCSE,3,1,25,19,0,3.5,3.33,1.91,5,5,Science,12000,0,4,0,0,4,3.67,3,2.67,1,1,2,2.33,2,1,4,Dropout
2652,BSCSE,3,1,23,15,0,3.81,4.67,1.8,5,5,Science,0,0,0,0,0,2,2.33,3,2,2.67,4,0,0,0,0,0,Dropout
2653,BSCSE,3,1,26,15,0,4.2,3.6,1.82,5,5,Science,0,1,0,0,0,5,1,1,1,1,1,1,2.33,1,1,1,Dropout
2654,BSCSE,3,1,26,43,0,4.06,3.92,2.08,5,5,Science,-1000,1,0,0,4,7,1,5,1,4,3,3.67,3.33,1,1,1,Dropout
2655,BSCSE,3,1,26,141,0,5,2,3.04,5,5,Science,0,3,0,0,6,15,4,3.67,2.67,5,3,2.33,4,4,4,4.67,Complete
2656,BSCSE,3,1,24,9,0,4.88,4.42,1.32,5,5,Science,1000,0,0,0,1,2,1,1,1,1,3.67,3.33,4.33,0,0,0,Dropout
2657,BSCSE,3,2,25,0,0,5,4.6,0,5,5,SCIENCE,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2658,BSCSE,3,1,25,25,0,5,4.9,1.3,5,5,SCIENCE,0,0,0,0,1,5,1,2,1,1,1,3,3.33,2.33,1,1,Dropout
2659,BSCSE,3,1,23,9,0,4.19,3.17,0.81,5,5,Science,0,0,0,0,0,4,1,1,1,1,1,1,1,2.67,2,2.67,Dropout
2660,BSCSE,3,2,26,138,0,5,4.5,3.2,8,8,Science,0,1,0,0,1,13,3.33,3.33,3.67,5,4,1,4,4,5,5,Complete
2661,BSCSE,3,2,25,6,0,4.81,4.33,1.22,5,5,Science,37000,0,0,0,0,1,3,2.67,1,0,0,0,0,0,0,0,Dropout
2662,BSCSE,3,2,25,0,0,5,5,0,5,5,SCIENCE,25750,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2663,BSCSE,3,1,25,138,0,5,4.42,3.77,5,5,Science,0,10,0,0,0,12,5,5,5,5,4.67,5,5,5,4.33,5,Complete
2664,BSCSE,3,1,27,69,0,5,3.9,1.87,4,4,SCIENCE,990,0,0,0,6,12,1,1,1,3.67,2.33,2,2.67,1,2.33,2,Dropout
2665,BSCSE,3,1,25,9,0,3.94,3.83,0.81,5,5,Science,0,0,0,0,0,4,1,1,1,1,1,1,1,2,3.33,2,Dropout
2666,BSCSE,3,2,25,12,0,5,5,1.21,5,5,Science,0,0,5,0,3,5,1,2,1,1,1,1,1,1,1,1,Dropout
2667,BSCSE,3,1,25,54,0,5,4.75,2,1,1,science,-1,0,0,0,3,9,3,2.33,4,2,2,4.33,3.33,2.33,3.67,1,Dropout
2668,BSCSE,3,1,27,3,0,5,4,0.44,9,1,science,27000,0,0,0,0,4,1,1,1,1,1,1,1,1,1,3.33,Dropout
2669,BSCSE,3,1,32,0,0,4.6,2.5,0,7,7,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2670,BSCSE,3,1,26,138,0,4.63,5,2.64,4,4,Science,0,0,28,0,1,15,2,2.67,4,4,2,4,2,3.67,1,1,Complete
2671,BSCSE,3,1,27,27,0,3.6,3.7,1.58,7,13,"ENGLISH, MATHS , SCIENCE, SOCIAL STUDIES",0,1,0,0,0,5,1,1,1,2,1,2,2,4.33,1,2.67,Dropout
2672,BSCSE,3,2,23,138,0,4.63,4.5,3.03,5,5,SCIENCE,0,1,0,0,1,15,3,4,4,5,2,2.67,4.67,3.33,3.67,3.33,Complete
2673,BSCSE,3,1,23,138,0,3.81,3.92,3.36,5,5,Science,0,4,0,0,0,13,4.33,4.67,5,5,5,5,5,5,5,5,Complete
2674,BSCSE,3,1,26,10,0,5,4.1,0.9,5,5,Science,42000,0,0,0,0,4,1,1,1,1,1,1,1,2.33,1,1,Dropout
2675,BSCSE,3,1,27,0,0,4.94,5,0,5,5,Science,0,0,3,0,1,3,1,1,1,1,1,1,1,1,1,0,Dropout
2676,BSCSE,3,1,30,9,0,5,4.8,1.43,5,5,Science,11000,1,1,0,1,4,1,1,1,1,1,1,1,1,1,1,Dropout
2677,BSCSE,3,2,24,138,0,4.44,4.5,3.06,5,5,Science,0,2,5,0,0,14,3.67,2.67,5,3.67,3,3.33,2.33,4,4.67,4.33,Complete
2678,BSCSE,3,1,28,14,0,4.81,3.8,0.46,1,1,Science,42000,0,0,0,0,5,1,1,1,1,1,1,3,1,1,1,Dropout
2679,BSCSE,3,1,26,3,0,4.88,5,0.17,5,5,Science,-152000,0,3,0,0,3,1,1,1,1,1,1,2,1,1,0,Dropout
2680,BSCSE,3,1,25,27,0,5,5,1.69,5,5,Science,0,1,4,0,0,5,1,1,1,1,1,3.33,4.33,3.33,1,1,Dropout
2681,BSCSE,3,2,26,138,0,5,5,2.58,5,5,Science,-1100,1,14,0,10,15,4,5,4.67,3.67,4,5,3,4.67,4.33,5,Complete
2682,BSCSE,3,2,25,25,0,4.88,3.58,1.67,3,3,SCIENCE,0,0,0,0,1,4,2,2.67,2.33,3,1,2.33,1,1,1,1,Dropout
2683,BSCSE,3,1,24,9,0,5,5,1.42,5,5,Science,42000,0,2,0,0,2,1,1,1,1,4.67,4,3.33,0,0,0,Dropout
2684,BSCSE,3,1,26,12,0,4.5,4.5,1.26,5,5,SCIENCE,0,0,0,0,1,3,3.33,1,1,1,3.33,2.33,3,0,0,0,Dropout
2685,BSCSE,3,1,24,138,0,4.56,5,3.16,5,5,Science,0,4,10,0,0,13,4,5,5,4.33,5,2.33,3.67,4.33,4.33,3,Complete
2686,BSCSE,3,2,26,13,0,5,4,1.13,6,6,Science,-5243,0,0,0,1,4,1,1,2,3.67,1,4,0,0,0,0,Dropout
2687,BSCSE,3,1,27,138,0,5,5,2.81,5,5,Science,0,1,16,0,1,18,5,4,4.33,4.33,5,3,1,3.33,4.67,1,Complete
2688,BSCSE,3,1,28,138,0,4.88,5,3.12,5,5,Science,0,1,5,0,0,7,5,4.33,4.33,4.67,4,2,4.67,5,2.67,4.67,Complete
2689,BSCSE,3,2,25,39,0,4.38,4.1,1.82,6,6,SCIENCE,64546,0,0,0,3,5,1,1,2,1,2.33,2,2.67,4,3,3,Dropout
2690,BSCSE,3,1,23,138,0,5,5,3.01,11,11,Science,0,3,12,0,2,15,4,3.33,3,3.33,2.33,2.33,1,4.67,2,3.33,Complete
2691,BSCSE,3,1,28,0,0,5,5,0,5,5,Science,53000,0,3,0,2,3,1,1,1,1,1,1,1,1,1,1,Dropout
2692,BSCSE,3,1,24,15,0,5,5,1.13,5,5,Science,0,0,3,0,0,3,1,1,1,1,2,1,1,1,2,2.67,Dropout
2693,BSCSE,3,2,24,138,0,5,5,3.58,5,5,Science,0,5,22,0,3,14,3,4.67,5,5,2,3.67,5,3.67,4.33,4.67,Complete
2694,BSCSE,3,1,25,30,0,5,5,1.9,5,5,Science,921,0,7,0,0,7,2.33,2,1,1,2.67,3.33,1,1,1,2.67,Dropout
2695,BSCSE,3,1,23,138,0,5,5,3.59,11,11,Science,0,6,6,0,1,12,4.67,4.33,5,4.33,2,5,5,4,5,5,Complete
2696,BSCSE,3,1,26,138,0,5,5,3.46,5,5,SCIENCE,0,5,11,0,1,16,5,4,4,4.67,5,5,1,2,3,5,Complete
2697,BSCSE,3,2,26,26,0,5,5,1.63,11,11,Science,0,0,4,0,0,4,1,1,3.33,1,2.67,4.67,3,2,2,2.33,Dropout
2698,BSCSE,3,1,26,138,0,5,5,3.71,5,5,Science,0,3,9,0,1,12,4,5,4,5,4.33,5,5,5,4.67,5,Complete
2699,BSCSE,3,1,26,38,0,5,5,1.67,5,5,Science,0,0,6,0,0,6,1,1,2.33,3.67,2,2,3.33,1,1,1,Dropout
2700,BSCSE,3,1,24,138,0,5,5,3.49,6,6,Science,0,5,9,0,1,13,4.33,4.67,4.33,4,5,3.33,4.67,4.67,5,3.67,Complete
2701,BSCSE,3,2,23,138,0,4.4,3.5,3.18,5,5,Maths & Physics,-2,2,0,0,1,13,4,5,2.67,5,4.67,3.33,5,5,4,4.67,Complete
2702,BSCSE,3,1,26,0,0,5,5,0,1,1,Science,14500,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2703,BSCSE,3,1,26,31,0,4.63,5,1.49,5,5,Science,43000,0,4,0,2,5,1,1,2.33,2,1,2.33,3.33,3.67,3.33,1,Dropout
2704,BSCSE,3,1,26,138,0,4.63,5,2.45,4,5,science,10500,0,16,0,3,17,3,3.33,4.33,4,4.67,2.67,2.67,4.33,4,3.33,Complete
2705,BSCSE,3,1,27,12,0,5,5,0.9,5,5,Science,1000,0,4,0,2,4,1,1,1,1,1,1,2.33,1,1,2.33,Dropout
2706,BSCSE,3,1,25,14,0,5,2,1.67,7,7,Science,51000,1,0,0,1,4,1,1,1,1,1,1,1,1,1,2,Dropout
2707,BSCSE,3,1,27,61,0,5,3.9,2.5,6,6,Science,45000,0,0,0,0,8,1,1,1,1,1,5,4,5,3.67,4,Dropout
2708,BSCSE,3,1,28,6,0,5,3.1,0.94,9,5,science,42000,0,0,0,0,2,1,1,1,1,3.67,1,3.33,0,0,0,Dropout
2709,BSCSE,3,2,24,138,0,5,4.5,3.09,11,11,SCIENCE,0,0,0,0,0,13,5,3.33,3.33,5,4.67,3,3.67,3.33,4.67,4.33,Complete
2710,BSCSE,3,1,23,21,0,5,4,1.73,11,11,SCIENCE,-10,1,0,0,3,9,1,1,1,1,1,1,1,1,1,1,Dropout
2711,BSCSE,3,1,25,138,0,5,2,3.25,7,7,science,-16,3,0,0,8,15,3,3.67,5,1,4,5,3,3.33,1,2.67,Complete
2712,BSCSE,3,1,25,138,0,5,3.92,3.59,8,8,Science,23750,6,0,0,2,13,5,5,5,5,5,5,5,5,5,5,Complete
2713,BSCSE,3,2,26,0,0,5,2.5,0,5,5,"Mathematics, Physics, Chemistry, Biology",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2714,BSCSE,3,1,27,3,0,3.69,3.42,0.5,5,5,Science,38000,0,0,0,1,2,1,1,1,1,3,1,0,0,0,0,Dropout
2715,BSCSE,3,1,25,138,0,4.63,4.5,2.37,5,5,Science,0,0,0,0,1,16,3.33,3.67,3.33,2.67,4,2.67,3.67,2.67,4,2.33,Complete
2716,BSCSE,3,1,24,138,0,4.63,4.5,3.11,5,5,Science,0,4,0,0,1,13,5,4.33,1,3.33,3,4.67,1,3.67,4.67,2,Complete
2717,BSCSE,3,1,27,22,0,3.31,3.6,1.61,5,5,SCIENCE,0,0,4,0,0,5,2.67,2,1,1,3.67,1,1,1,2.67,2,Dropout
2718,BSCSE,3,1,25,128,0,4.8,2,2.91,7,5,Science,26000,2,0,0,4,14,3.67,3.33,3.33,3.67,4.67,4.33,5,5,4,5,Dropout
2719,BSCSE,3,1,24,6,0,5,4,1,4,4,Science,0,0,0,0,0,2,1,2.67,1,1,1,3.33,0,0,0,0,Dropout
2720,BSCSE,3,1,25,138,0,4.94,4.58,3.4,5,5,Science,0,5,0,0,0,14,3.67,4.33,5,5,4.67,2,5,5,3.33,4,Complete
2721,BSCSE,3,1,25,138,0,5,4.58,2.61,11,11,SCIENCE,0,1,0,0,0,15,5,4,3,5,3.67,2.33,4,2.33,2,3.67,Complete
2722,BSCSE,3,1,23,10,0,4.5,3.17,0.9,8,8,Science,0,0,0,0,0,2,1,2,1,2,3.67,2.67,1,0,0,0,Dropout
2723,BSCSE,3,1,25,9,0,4.94,4.2,1.07,4,4,Science,0,0,0,0,2,5,1,1,1,1,1,1,3.67,2,2.67,0,Dropout
2724,BSCSE,3,1,26,9,0,4.44,2.9,1.19,8,5,Computer,-1000,0,0,0,0,2,1,1,1,3.67,3.67,2,0,0,0,0,Dropout
2725,BSCSE,3,2,25,38,0,4.44,4.25,2.03,5,5,science,37000,0,0,0,3,9,2.67,1,3.33,1,1,2.67,2,4,2.33,1,Dropout
2726,BSCSE,3,1,26,6,0,4.88,4,1.23,5,5,SCIENCE,0,0,0,0,0,2,1,1,1,1,2.67,4.67,0,0,0,0,Dropout
2727,BSCSE,3,1,26,9,0,5,2.5,1.74,7,7,"Physics, Chemistry & Mathematics",29500,1,0,0,0,2,1,1,1,1,4.67,5,4.33,0,0,0,Dropout
2728,BSCSE,3,2,27,138,0,4.69,4.3,2.53,6,6,Science,0,0,0,0,4,13,3.67,3,3,2,2.33,3.33,5,4,1,1,Complete
2729,BSCSE,3,1,25,9,0,5,4.58,1.22,8,8,Science,0,0,0,0,4,5,1,1,1,1,1,1,1,1,1,1,Dropout
2730,BSCSE,3,2,25,138,0,4.56,3.92,2.82,4,4,Science,0,0,13,0,2,16,4,4.33,1,3,1,3.33,4.67,2.67,3,2.33,Complete
2731,BSCSE,3,1,25,6,0,4.81,4.08,0.75,5,5,SCIENCE,38000,0,0,0,3,4,1,1,1,1,2.33,1,1,1,3.67,0,Dropout
2732,BSCSE,3,2,24,10,0,4.44,4.17,0.77,5,5,SCIENCE,62500,0,0,0,1,5,2,1,1,1,1,2.67,1,1,2.67,1,Dropout
2733,BSCSE,3,1,24,9,0,4.25,4.42,1.3,5,5,Science,0,0,0,0,1,3,1,1,1,1,1,4.67,3.33,3.67,0,0,Dropout
2734,BSCSE,3,1,25,9,0,5,5,1,6,6,Science,52000,0,2,0,2,2,1,1,1,2.33,3,3.67,0,0,0,0,Dropout
2735,BSCSE,3,1,25,0,0,5,3.7,0,5,5,Science,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2736,BSCSE,3,2,23,138,0,4.88,4,2.83,11,11,SCIENCE,-600,0,0,0,10,14,1,2,4.67,4.67,4,4,4.33,3.33,2.33,3.33,Complete
2737,BSCSE,3,1,24,138,0,4.38,3.92,2.77,8,8,Science,0,0,0,0,1,15,3.67,4.67,3,3.67,3.33,3,4,3.67,2.33,4.33,Complete
2738,BSCSE,3,1,24,138,0,3.94,4.83,3.19,4,5,Science,0,3,0,0,0,15,5,4.33,5,1,2.67,2,3,1,3.33,2,Complete
2739,BSCSE,3,1,24,26,0,4.69,4.67,1.77,6,6,Science,0,0,0,0,1,4,2,4.67,2,3.67,2.67,2,2.67,2,2,1,Dropout
2740,BSCSE,3,1,26,9,0,4.75,4.5,1.68,8,8,Science,42000,1,0,0,1,4,1,1,1,1,1,1,1,1,1,1,Dropout
2741,BSCSE,3,1,27,26,0,5,3.6,1.26,11,11,SCIENCE,-2,0,0,0,1,5,1,1,1,3.33,4.33,2,1,1,1,3,Dropout
2742,BSCSE,3,1,26,6,0,4.63,3.5,0.67,5,5,Food Technology,38000,0,0,0,2,4,2,1,1,1,1,1,1,1,1,1,Dropout
2743,BSCSE,3,1,25,138,0,5,5,2.93,5,5,Science,0,1,14,0,1,15,2.67,3.33,2,2.33,1,2.67,4,2,3.33,2,Complete
2744,BSCSE,3,2,24,0,0,4.31,4.08,0,5,5,Science,52000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2745,BSCSE,3,2,25,9,0,5,5,1.94,5,5,Science,0,0,2,0,0,2,1,1,1,4.33,4.33,4.67,0,0,0,0,Dropout
2746,BSCSE,3,2,23,0,0,5,5,0,5,5,SCIENCE,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2747,BSCSE,3,1,24,9,0,5,5,2,5,5,Science,-13750,1,2,0,0,3,1,1,1,5,4.33,4.33,0,0,0,0,Dropout
2748,BSCSE,3,2,24,9,0,5,5,1.42,5,5,Science,6,0,2,0,0,2,1,1,1,1,3.67,4.33,4,0,0,0,Dropout
2749,BSCSE,3,1,25,24,0,5,5,1.6,9,5,SCIENCE,44000,0,5,0,2,5,1,1,1,1,3.33,2.33,3.33,3.67,4,1,Dropout
2750,BSCSE,3,1,32,32,0,5,5,1.97,5,5,Science,-45,0,9,0,1,6,2.33,1,1,2.33,1,3.33,2,3.67,2,1,Dropout
2751,BSCSE,3,1,25,27,0,5,5,3.16,5,5,science,0,1,2,0,0,3,4.33,2.33,3,4.33,3.67,5,3.67,3.67,5,4.67,Dropout
2752,BSCSE,3,1,24,138,0,5,5,3.96,5,5,Science,0,12,1,0,0,13,5,5,5,5,5,5,5,5,5,5,Complete
2753,BSCSE,3,2,24,16,0,4.81,5,1.65,1,5,Science,39000,0,3,0,0,3,1,1,2,1,1,1,3,3,4.67,3.33,Dropout
2754,BSCSE,3,2,23,138,0,5,5,3.94,5,5,Science,0,13,1,0,1,14,5,5,5,5,5,5,5,5,5,4.67,Complete
2755,BSCSE,3,1,24,23,0,4.88,4.67,1.77,5,5,Science,0,0,0,0,0,4,4,2.67,3.33,2.67,3.67,2,1,1,1,4,Dropout
2756,BSCSE,3,1,33,35,0,5,4,1.59,11,11,Science,0,0,0,1,0,9,1,1,1,1,1,1,1,1,1,1,Dropout
2757,BSCSE,3,1,25,14,0,4.5,3.83,1.4,11,11,Science,0,0,0,0,0,5,1,1,1,1,1,1,1,1,2.33,2.33,Dropout
2758,BSCSE,3,1,25,138,0,4.81,5,3.61,5,5,Science,0,6,7,0,0,13,4.33,5,5,5,5,4.67,3.67,4.33,4.67,5,Complete
2759,BSCSE,3,2,26,77,0,5,4.25,2.36,5,5,Science,0,0,0,0,2,12,2.67,4,4.33,2.33,4,2,1,2,1,2.67,Dropout
2760,BSCSE,3,1,25,138,0,5,4.83,3.51,4,4,Science,0,9,0,0,1,13,5,5,5,5,5,5,5,5,3.33,5,Complete
2761,BSCSE,3,2,25,138,0,4.94,4.75,2.57,5,5,Science,0,0,0,0,2,16,4.33,3.67,3,3,3,2.33,3.67,3.33,1,3,Complete
2762,BSCSE,3,1,23,20,0,5,5,1.3,5,5,Science,800,0,4,0,0,4,2,3.67,1,2,2,1,1,1,1,2,Dropout
2763,BSCSE,3,1,23,138,0,5,5,3.94,5,5,Science,0,11,9,0,0,13,5,5,5,5,5,5,5,5,5,5,Complete
2764,BSCSE,3,2,24,9,0,4.88,4.67,2.06,5,5,Science,0,1,0,0,0,2,1,1,1,4.33,4.67,5,0,0,0,0,Dropout
2765,BSCSE,3,1,25,16,0,4.69,4.5,1.84,5,5,SCINCE,0,0,0,0,2,5,2.67,1,2.33,2,2.67,1,1,1,1,3.33,Dropout
2766,BSCSE,3,1,24,12,0,5,4.58,2.05,5,5,Science,-4400,1,0,0,0,2,1,1,1,2.67,5,4.33,5,0,0,0,Dropout
2767,BSCSE,3,2,25,61,0,5,4.83,2.41,5,5,Science,38600,0,0,0,5,12,1,1,1,4.33,4.67,1,3,1,1,1,Dropout
2768,BSCSE,3,1,25,24,0,2.2,3.1,1.92,2,5,Science,0,0,0,0,3,8,1,3,2,4,3.33,3.67,1,1,1,1,Dropout
2769,BSCSE,3,2,25,138,0,4.19,3.5,2.61,4,4,Science,0,0,0,0,4,16,1,3.33,1,2,2.67,2.67,2,2.67,3,2.67,Complete
2770,BSCSE,3,2,24,138,0,4.69,4.17,2.98,4,4,SCIENCE,0,2,0,0,1,15,3.33,5,4.67,4.33,4.67,5,4.33,5,4.33,5,Complete
2771,BSCSE,3,2,25,138,0,5,5,3.89,5,5,Science,-1,11,1,0,0,12,5,5,4,5,5,5,5,5,5,5,Complete
2772,BSCSE,3,1,27,138,0,5,2,2.76,7,7,"Maths, Physics",0,1,0,0,1,14,4.33,1,4.67,5,2.33,4.67,4.67,4.33,2.67,4,Complete
2773,BSCSE,3,1,26,9,0,4.2,3.6,1.53,7,13,GED,0,0,0,0,1,3,1,1,1,1,1,1,1,1,4,4,Dropout
2774,BSCSE,3,2,24,138,0,5,5,3.64,5,5,Science,0,5,8,0,1,12,5,5,5,5,5,5,5,4,5,5,Complete
2775,BSCSE,3,1,26,3,0,4.81,4.5,0.33,5,5,Science,37000,0,0,0,0,2,1,1,1,1,1,2.67,0,0,0,0,Dropout
2776,BSCSE,3,2,26,138,0,5,4.6,3.57,1,1,Science,0,8,13,0,0,13,5,4.33,5,5,5,4.67,5,2.33,4.67,4.67,Complete
2777,BSCSE,3,2,24,3,0,4.63,4.92,0.67,5,5,Science,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,Dropout
2778,BSCSE,3,1,23,138,0,4.4,2.5,3.01,2,2,Science,0,2,13,0,1,13,3.67,5,4.67,3.33,3,3.33,2.33,4.33,4,4,Complete
2779,BSCSE,3,1,25,0,0,5,5,0,4,4,Science,-250,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2780,BSCSE,3,2,23,23,0,5,4.67,1.65,5,5,Science,300,0,0,0,0,4,2.33,3.67,2.33,3,2,2,3,2,1,2,Dropout
2781,BSCSE,3,2,24,30,0,5,4.17,1.65,5,5,Science,0,0,0,0,0,4,2.67,1,2.33,2.33,2.67,2,2.67,3.67,1,1,Dropout
2782,BSCSE,3,1,24,0,0,5,4.83,0,5,5,science,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2783,BSCSE,3,2,26,138,0,5,5,3.34,5,5,Science,0,5,14,0,0,12,5,4.33,5,5,5,3,3.67,4,4.33,5,Complete
2784,BSCSE,3,1,23,138,0,4.94,4.75,3.08,5,5,Science,-47,3,0,0,1,13,4.33,5,4.67,5,5,2.33,5,3.67,3.67,5,Complete
2785,BSCSE,3,2,26,9,0,3.4,3.9,1.84,5,5,"SOCIAL STUDIES, MATH, SCIENCE, LANGUAGE ARTS WRITING, LANGUAGE ARTS READING",0,1,0,0,0,2,1,1,1,1,4.67,5,5,0,0,0,Dropout
2786,BSCSE,3,1,24,16,0,3.88,4.42,1.01,5,5,Science,27000,0,0,0,1,4,1,1,1,1,1,1,3.33,2,1,1,Dropout
2787,BSCSE,3,2,27,13,0,5,5,1.81,5,5,science,42000,0,2,0,0,2,1,2.33,1,2,4.67,4.33,4,0,0,0,Dropout
2788,BSCSE,3,1,26,138,0,4.88,4.67,3.03,5,5,SCIENCE,0,2,0,0,0,13,4.67,2.33,4.67,4,4,4,3.67,4.33,3.33,5,Complete
2789,BSCSE,3,2,24,3,0,5,4.25,0.67,4,4,SCIENCE,0,0,0,0,0,2,1,1,1,1,3.67,1,0,0,0,0,Dropout
2790,BSCSE,3,1,23,138,0,5,4.42,2.92,4,4,Science,0,0,0,0,3,14,5,4.67,5,4.67,4.33,5,4.33,3.67,4.67,4.33,Complete
2791,BSCSE,3,1,26,25,0,4.81,5,2.27,5,5,Science,52000,0,3,0,1,3,2,2.33,1,1,2,3.33,4,4.67,5,4.33,Dropout
2792,BSCSE,3,2,30,138,0,4.8,4.5,3.85,2,2,Science,0,9,0,0,1,12,5,5,5,5,5,5,5,5,5,5,Complete
2793,BSCSE,3,1,25,67,0,5,2,2.55,5,5,Science,-8000,1,0,0,5,10,4.67,3.33,1,3.33,4.67,2.33,4,1,2,4.33,Dropout
