Id_Key,Dept,Gender,Age,Total Comp,District,SSC_RES,HSC,CGPA,SSC_Board,HSC_Board,GroupOrSubject,TotalDue,ScholarshipCount,WaiverCount,ReAdmission,TotalLateRegFineCount,StudyDurationAtUiu,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9,Course_10,Status
2480,3,1,24,138,0,4.88,4.5,3.76,5,5,SCIENCE,0,7,0,0,0,16,4.67,5,4.33,5,3.67,5,5,2.33,4.67,4.67,Complete
2481,3,2,25,23,0,4.31,5,1.71,5,5,Science,0,0,8,0,0,8,1,1,2.67,3.67,1,1,2,1,1,1,Dropout
2482,3,1,26,138,0,4.81,4.7,2.94,5,5,Science,29000,2,0,0,4,16,4.33,3,2.67,2.67,4.33,3.67,2.67,5,5,4.67,Complete
2483,3,2,25,138,0,4.75,5,3.8,5,5,Science,0,11,3,0,6,14,5,3.67,5,4.67,5,5,5,5,5,4.33,Complete
2484,3,2,25,9,0,4.38,4.5,0.79,6,11,science,5000,0,0,0,2,3,1,1,1,1,1,1,1,1,2.67,2,Dropout
2485,3,1,25,138,0,4.94,4.8,2.77,12,12,Science,0,0,0,0,1,14,4.67,2.67,5,2,3,2.67,3,5,4.33,3.33,Complete
2486,3,1,25,138,0,4.81,4.1,3.47,5,5,Science,0,4,0,0,8,15,4.33,4.33,3,5,4.67,3.33,4,4,3.67,4,Complete
2487,3,1,25,17,0,4.06,3.7,1.46,5,5,SCIENCE,0,0,0,0,0,5,2.67,3,2.33,1,1,1,2.67,1,1,1,Dropout
2488,3,2,25,138,0,5,5,2.38,6,6,SCIENCE,0,0,14,0,0,14,3.33,5,2.33,3,4.33,4.33,2.33,3.33,3.67,2.33,Complete
2489,3,1,25,9,0,4.81,4.33,1.26,5,5,Science,42100,0,0,0,0,2,1,1,1,1,4.33,2.67,4,0,0,0,Dropout
2490,3,1,25,9,0,4.13,4.08,2.22,5,5,Science,-15000,0,0,0,0,1,3,2.33,4.33,0,0,0,0,0,0,0,Dropout
2491,3,2,26,138,0,4.81,5,2.82,5,5,Science,-201,0,15,0,0,15,4.33,3,5,5,2.33,2.67,1,3.33,1,2.67,Complete
2492,3,1,25,138,0,5,5,3.1,5,5,Science,-0.76,2,15,0,1,17,1,4,3.33,5,3.67,5,3,4.33,3.33,2,Complete
2493,3,2,27,0,0,4.81,5,0,6,6,Science,25750,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2494,3,1,26,35,0,5,5,1.49,5,5,Science,0,0,6,0,0,7,2,1,1,2.67,1,1,1,2.67,1,2.67,Dropout
2495,3,1,26,0,0,3.44,4.5,0,5,5,Science,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2496,3,2,24,20,0,4.88,4.17,1.46,11,11,Scinece,32000,0,0,0,0,4,1,2.67,1,1,3.67,3.67,2,1,1,1,Dropout
2497,3,2,27,138,0,5,5,3.52,5,5,Science,0,4,7,0,5,12,4.67,5,5,5,3.67,5,2.67,4.67,3.67,5,Complete
2498,3,1,24,138,0,5,5,3.54,5,5,Science,0,5,9,0,0,13,5,4,5,5,4.67,4.67,4.67,4.67,5,2,Complete
2499,3,1,26,151,0,0,0,3.38,0,0,0,0,3,0,0,3,15,3.67,5,4.33,2,5,5,5,5,5,4,Complete
2500,3,2,25,25,0,4,5,1.92,5,5,SCIENCE,0,0,5,0,0,5,3.33,1,3.67,2,1,2.67,1,2,1,2,Dropout
2501,3,2,26,138,0,5,5,3.03,8,8,SCIENCE,0,1,14,0,0,15,1,5,5,2.67,3.67,4.33,1,2.33,2.67,3.67,Complete
2502,3,1,25,138,0,4.63,5,3.34,6,6,Science,0,3,11,0,8,14,5,4.67,3,4,4.33,3.33,4.33,5,3.33,4.67,Complete
2503,3,1,25,6,0,4,5,1.06,5,5,science,42000,0,2,0,0,2,1,1,1,1,1,3.67,4,0,0,0,Dropout
2504,3,1,27,44,0,5,5,1.67,5,5,Science,0,0,6,0,1,6,1,3.67,2,5,2.67,2.67,2,3,2,1,Dropout
2505,3,2,25,138,0,5,5,3.27,11,11,Science,-20,3,10,0,0,12,5,5,3.67,3.33,3.67,2.33,5,4.33,4.33,5,Complete
2506,3,2,25,138,0,5,5,3.37,5,5,Science,0,5,9,0,0,13,5,5,3,4.67,4.33,4.33,4,3.33,4,5,Complete
2507,3,1,25,138,0,5,5,2.8,5,5,Science,0,2,12,0,1,14,4.33,3.33,2,4.33,5,2.33,4,2.67,4.67,1,Complete
2508,3,1,25,138,0,5,5,3.03,11,11,Science,0,1,12,0,0,12,3.67,3.67,3.33,5,5,4.33,3.67,2.33,4.67,5,Complete
2509,3,1,25,138,0,5,5,3.91,11,11,Science,0,10,2,0,0,12,5,5,5,5,5,5,5,5,5,5,Complete
2510,3,1,24,138,0,5,5,3.86,5,5,Science,0,11,1,0,0,12,5,5,5,5,3.33,4.67,5,4.33,5,4.67,Complete
2511,3,1,25,138,0,5,5,3.92,8,8,Science,0,10,3,0,0,13,5,5,5,5,5,5,5,5,5,5,Complete
2512,3,1,25,31,0,4.94,5,1.54,11,11,Science,0,0,9,0,1,9,1,1,1,1,2,2.67,4,2,1,2.33,Dropout
2513,3,1,25,134,0,5,5,2.46,6,6,Science,55500,0,15,0,0,15,5,4.33,2,3,1,4.67,4.67,3.67,4.33,3.67,Dropout
2514,3,2,25,138,0,4.81,4,2.58,1,1,Science,-1100,0,0,0,4,15,5,2.33,3,4.33,4.67,5,4.67,4,4,4.33,Complete
2515,3,1,26,3,0,3.81,4.17,1,4,4,Science,22000,0,0,0,0,2,1,1,1,1,4,0,0,0,0,0,Dropout
2516,3,1,24,138,0,5,4.67,2.87,5,5,Science,0,1,0,0,0,13,4.67,5,2.33,3.67,4.33,3,3,1,4,2.67,Complete
2517,3,2,25,138,0,4.63,3.58,2.73,5,5,Science,0,1,0,0,2,14,3.33,3,2.33,4,3,4.33,3.33,5,3,1,Complete
2518,3,1,25,138,0,4.19,4.5,2.98,5,5,Science,0,2,13,0,0,15,4.33,3.67,3.67,5,5,5,5,4.67,4.33,4,Complete
2519,3,2,25,16,0,4.81,4.58,1.58,4,4,Science,6000,0,0,0,0,3,2.67,2.67,1,3,1,1,4,2.67,2.33,0,Dropout
2520,3,2,25,138,0,4.38,4.42,3,5,5,science,0,2,0,0,0,14,4,4,1,3.33,5,4.67,4.67,4.33,4,4.33,Complete
2521,3,1,26,9,0,5,3.8,1.17,11,11,Science,42000,0,0,0,0,2,1,1,1,2.67,4,3.33,0,0,0,0,Dropout
2522,3,1,26,9,0,5,5,2.44,11,5,Science,0,0,1,0,0,1,3.33,3,4,0,0,0,0,0,0,0,Dropout
2523,3,1,24,138,0,5,5,3.53,11,11,SCIENCE,0,4,9,0,0,13,4,3.33,5,5,4,5,5,4.33,5,4.67,Complete
2524,3,1,25,138,0,5,4.17,2.92,5,5,SCIENCE,0,2,0,0,1,15,5,5,4.67,3.33,4.67,5,5,5,4.33,5,Complete
2525,3,1,25,138,0,5,4,2.55,6,6,Science,0,0,0,0,7,16,2.33,2.67,5,2.67,2.33,2,5,4.67,2.33,2.67,Complete
2526,3,1,25,138,0,5,4.8,2.53,5,5,Science,-1,0,0,0,0,14,2.33,3,4.67,2.67,4.33,3,3.33,2.67,3.67,3,Complete
2527,3,1,26,138,0,4.38,4.08,2.72,5,5,Science,-1,0,0,0,0,14,3,1,5,4,2.67,2,4.67,3,4.33,3.33,Complete
2528,3,1,26,138,0,5,5,3.34,5,5,Science,0,3,11,0,0,14,5,5,4.67,4,3.33,1,1,1,1,3.67,Complete
2529,3,1,24,138,0,4.63,4.25,3.22,11,11,Science,83000,4,0,0,0,13,5,4.67,5,3.33,5,5,5,4.33,5,4.33,Complete
2530,3,1,24,20,0,4.75,3.75,1.48,4,5,Science,41515,0,5,0,0,5,1,1,1,1,3.33,1,2.67,3,2.33,2,Dropout
2531,3,1,25,138,0,5,4.5,3.28,5,5,Science,0,5,0,0,0,13,5,5,4.33,3,2,4,3,5,3.33,5,Complete
2532,3,1,25,138,0,4.88,4.33,2.75,5,5,Science,0,0,0,0,6,16,2.33,2.33,1,4,3.33,2.67,2,5,3,3.33,Complete
2533,3,1,25,12,0,3.88,3.75,2,5,5,Science,42006,0,0,0,0,2,2,1,3.67,3.67,4.67,0,0,0,0,0,Dropout
2534,3,2,24,138,0,4.75,4.58,3.22,5,5,Science,0,3,0,0,1,15,3.67,4,4.67,4.33,3,4.33,4.67,4.33,4,3.67,Complete
2535,3,2,26,138,0,4.69,3.2,2.55,6,6,Science,0,0,3,0,1,15,2,5,3,2.67,2.33,3,4,2.67,4.33,4.67,Complete
2536,3,1,27,0,0,5,3,0,2,2,Science,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2537,3,1,24,138,0,4.81,4.25,2.95,5,5,Science,0,0,0,0,0,16,2,3.33,2,4,2.67,3.33,4,3.33,4,2.67,Complete
2538,3,2,26,138,0,5,4.8,3.54,11,11,SCIENCE,0,7,0,0,0,13,4.67,4.67,4.67,2.67,5,4.33,5,5,5,5,Complete
2539,3,2,26,138,0,5,4,2.46,11,11,Science,-10,0,0,0,0,15,2.33,3.33,4.33,2.33,3.33,2.33,3,1,3.67,4.33,Complete
2540,3,2,26,138,0,4.88,4.6,2.75,5,5,science,0,1,0,0,1,16,1,1,2.67,4,2.33,3,3.33,5,4.33,4.33,Complete
2541,3,1,24,6,0,5,5,0.75,6,11,Science,27100,0,2,0,0,2,1,1,1,3,1,3,0,0,0,0,Dropout
2542,3,1,27,138,0,4.69,4.2,2.72,5,5,Science,865,0,0,0,2,15,2.33,4.33,2.67,4.67,4.33,4.33,2.33,4.33,3.67,5,Complete
2543,3,2,25,138,0,4.81,4.33,3.24,5,5,Science,0,4,0,0,0,12,2.67,3.67,5,3.33,4.67,4.33,4.33,3,4.33,4.33,Complete
2544,3,1,26,24,0,5,5,1.41,4,5,Science,0,0,6,0,1,6,1,3.33,4.33,1,1,1,3,2.67,3.33,1,Dropout
2545,3,1,26,9,0,4.69,4.5,1.16,5,5,SCIENCE,0,0,0,0,2,5,1,1,1,1,1,1,1,1,1,1,Dropout
2546,3,2,25,138,0,5,4.3,2.77,11,11,Science,0,0,0,0,0,15,3.67,4.33,4.67,2.67,2.67,4.67,2.33,2.67,2.67,4.33,Complete
2547,3,1,26,13,0,5,3.58,1.43,11,11,science,42000,0,0,0,0,4,1,1,1,1,1,1,1,3,3,1,Dropout
2548,3,2,24,138,0,4.4,3.8,2.82,7,10,Science,0,1,0,0,2,14,3.67,2,4,2,3.33,4.67,4,2.33,2,5,Complete
2549,3,1,26,138,0,4.2,3,3.74,7,7,Science,0,8,0,0,12,15,5,5,3.33,5,2,4,5,4.33,5,4.67,Complete
2550,3,1,25,138,0,4.81,3.5,3.22,11,5,Science,0,2,14,0,0,14,5,3.67,3.67,4.67,2.33,3.33,3,3.33,2,3,Complete
2551,3,1,25,138,0,4.75,4.42,3.48,5,5,SCINCE,0,6,0,0,0,13,4.33,5,4.67,3.33,4.67,3.33,4,4.33,5,3.33,Complete
2552,3,1,26,49,0,4.75,3.58,1.73,9,5,science,0,0,0,0,0,9,1,1,1,2.33,2,2.67,3,3,1,3,Dropout
2553,3,1,31,92,0,5,3,2.92,7,7,SCIENCE,0,1,0,0,0,11,1,3.67,2,2.67,2.67,3,3,2.33,2.33,4,Dropout
2554,3,1,24,138,0,5,4.33,3.15,5,5,SCIENCE,0,1,0,0,1,14,2,4.67,4.33,4.33,4.33,3.67,3.67,3.33,4,4.67,Complete
2555,3,2,25,12,0,4.75,4.3,1.26,1,1,Science,10500,0,0,0,0,5,1,1,1,1,1,2.67,1,1,1,1,Dropout
2556,3,1,33,15,0,5,4.7,1.71,8,8,Science,0,0,4,1,1,4,5,5,1,2.33,4.67,5,1,1,1,1,Dropout
2557,3,1,27,138,0,4.75,3.9,2.66,5,5,Science,-3,0,0,0,4,17,3.67,2,3.33,2.33,3,1,3,3.33,4.33,2,Complete
2558,3,2,24,51,0,5,4.5,1.88,5,5,Science,0,0,0,0,3,7,2,4.33,2,1,2.33,4,1,1,3,2,Dropout
2559,3,2,26,138,0,4.4,2,3.23,7,7,Science,-200,3,0,0,10,14,5,5,5,5,5,5,5,4,5,4.67,Complete
2560,3,1,25,138,0,4.94,4,3.66,5,5,Science,0,8,0,0,0,13,4.33,4.67,4.67,5,5,3.67,4,5,3.67,4.67,Complete
2561,3,1,25,138,0,4.06,4,2.88,5,5,SCIENCE,0,0,0,0,0,17,4,3.67,4.67,2.33,4.33,2,2,2.67,3.67,2,Complete
2562,3,1,25,138,0,4.81,4.25,3.62,4,4,science,0,7,0,0,0,13,4.33,4,5,5,3.67,3,4.67,5,5,4.33,Complete
2563,3,1,26,138,0,4.56,4.08,3.38,5,5,SCIENCE,0,5,0,0,0,13,4,4.33,5,5,4.67,4.67,4,4.67,4.67,4.67,Complete
2564,3,2,25,138,0,4.69,4.33,2.35,6,6,Science,0,0,0,0,2,15,3.67,2.33,2.67,4,4,4.33,1,2,3.33,1,Complete
2565,3,1,25,138,0,4.44,4.25,3.03,5,5,Science,-2,1,0,0,0,14,4.33,2.67,2.67,4.67,4,3.67,3,4.33,3.33,3,Complete
2566,3,1,25,0,0,4.5,4.1,0,11,11,Science,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2567,3,1,26,138,0,4.4,2,2.62,5,5,"physics,maths",0,1,0,0,6,16,4.33,4.33,3.33,4.67,2.33,4.33,4,4.33,2,3,Complete
2568,3,1,26,138,0,5,3.5,3.37,7,7,Science,-10,5,9,0,2,13,5,4.67,4.33,5,5,5,4.33,3.67,2.67,5,Complete
2569,3,1,27,91,0,4.25,4,2.31,5,5,Science,61000,0,0,0,1,13,1,1,1,2,1,1,2.33,1,4,2.33,Dropout
2570,3,2,28,9,0,5,3.9,1.26,5,5,Science,42000,0,0,0,0,3,1,1,1,1,1,1,3.67,4,3.33,0,Dropout
2571,3,1,27,138,0,5,5,3.83,7,7,Science,0,7,8,0,1,15,2.33,4.67,1,4.33,3.67,3.67,3.67,4.67,3.33,2.33,Complete
2572,3,1,26,138,0,5,5,2.6,6,6,SCIENCE,0,0,17,0,0,17,4.67,2.33,2.67,4.67,2.33,2.67,1,3.67,1,1,Complete
2573,3,1,26,13,0,5,5,2.07,5,5,Science,0,1,2,0,0,3,1,1,1,1,2.33,1,1,2,5,5,Dropout
2574,3,1,25,138,0,4.81,4.6,2.79,5,5,Science,0,1,0,0,1,14,2,5,3.67,3,2,3.33,4,4.33,3,2.67,Complete
2575,3,1,29,16,0,4.44,3.2,2,4,4,Science,0,0,2,0,0,2,1,2.33,4,3.67,3.67,4.33,2.67,0,0,0,Dropout
2576,3,2,26,138,0,5,5,3.82,5,5,Science,0,7,6,0,0,12,5,5,5,5,5,5,5,5,3.67,5,Complete
2577,3,1,25,138,0,5,5,3.22,5,5,Science,13000,3,10,0,0,13,3,4.33,4,4.67,5,4.33,4.67,4.67,4.67,4.67,Complete
2578,3,1,27,31,0,5,3,2.11,7,7,Science,0,1,0,0,1,5,4,2.67,4.33,1,2.33,5,1,2,1,3.67,Dropout
2579,3,1,26,138,0,5,3.9,3.77,6,6,Science,0,9,0,0,1,13,5,4.67,5,5,4.67,5,5,5,4,4.67,Complete
2580,3,1,24,138,0,5,5,3.14,11,11,Science,0,2,11,0,0,13,3.67,4.67,5,3.67,5,4,3.67,3,4,5,Complete
2581,3,2,24,36,0,5,5,2.55,5,5,Science,0,1,7,0,0,4,4,4,2.67,2.33,3,3,2.33,3.67,4,3,Dropout
2582,3,1,25,9,0,5,5,1.32,5,5,Science,57000,0,2,0,0,2,1,1,1,1,3.67,3.33,4.33,0,0,0,Dropout
2583,3,1,25,138,0,5,5,3.97,9,5,Science,0,10,3,0,0,13,5,5,5,5,5,5,5,5,5,4,Complete
2584,3,1,26,138,0,5,5,3.19,5,5,Science,0,3,10,0,1,13,2,5,3.67,4.33,3.33,3,4,5,5,4.33,Complete
2585,3,2,25,15,0,4.63,5,1.74,5,5,SCIENCE,300,0,2,0,0,2,2,1,1,3,4,4,3,0,0,0,Dropout
2586,3,1,25,138,0,5,5,2.68,6,6,SCIENCE,0,0,17,0,6,17,3.67,3.33,2,4.67,3.67,4,4.33,4.67,4.33,3.33,Complete
2587,3,1,26,138,0,5,5,3.92,4,5,Science,0,12,1,0,0,13,5,5,5,5,5,5,5,5,5,4.67,Complete
2588,3,1,25,138,0,4.81,5,2.45,5,5,science,0,0,16,0,6,16,3,3.33,4.33,3.67,2,1,2.67,3.33,1,1,Complete
2589,3,1,26,60,0,4.38,5,1.94,4,5,Science,36000,0,10,0,4,10,1,1,1,2,1,3.33,3.33,2,3,1,Dropout
2590,3,2,26,138,0,5,5,3.89,5,5,Science,200,10,4,0,0,13,5,5,5,5,5,3.67,5,5,4.67,4.67,Complete
2591,3,2,24,47,0,5,5,2.58,11,5,Science,0,0,6,0,1,6,2.33,3.33,3.33,4,2.67,2,3.67,2.67,4.67,3.67,Dropout
2592,3,1,27,9,0,5,5,1.27,5,5,Science,37000,0,4,0,2,4,1,1,1,1,1,4.67,2.67,2,0,0,Dropout
2593,3,1,25,138,0,4.38,5,2.37,3,5,Science,0,0,16,0,3,16,4,2.67,3,3.33,4.33,2.67,2.67,3,3,3,Complete
2594,3,1,30,38,0,5,5,2.01,5,5,Science,22450,0,11,0,1,11,1,1,1,1,1,1,1,1,1,1,Dropout
2595,3,1,25,138,0,5,5,2.9,5,5,Science,48995,0,15,0,8,15,5,4.67,4.67,5,4.33,4,4.67,4.33,4.33,3.67,Complete
2596,3,1,26,19,0,5,5,2.53,5,5,Science,0,1,1,0,0,2,2.67,2,4,2,4.67,4.67,5,0,0,0,Dropout
2597,3,1,25,0,0,5,5,0,5,5,Science,25750,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2598,3,1,27,138,0,5,5,2.65,5,5,Science,0,1,13,0,0,13,2.33,5,3,3.67,3.67,2,3.67,3.67,2,4.67,Complete
2599,3,1,24,9,0,4.38,5,0.95,4,5,Science,0,0,4,0,1,2,1,1,1,4,2,2.67,0,0,0,0,Dropout
2600,3,1,25,9,0,4.19,5,1.42,5,5,Science,42000,0,4,0,0,4,1,1,1,1,1,1,1,1,1,1,Dropout
2601,3,1,25,30,0,5,5,2.1,5,5,Science,37000,1,5,0,1,6,1,2,3.33,2.67,2.67,1,3.67,1,3,3,Dropout
2602,3,1,27,48,0,5,5,1.76,8,8,Science,0,0,5,0,2,6,3.67,3,1,2.67,1,1,2.67,2.33,1,4.33,Dropout
2603,3,1,24,9,0,4.75,5,1.88,5,5,Science,0,0,2,0,0,2,1,1,1,5,3.33,4.67,0,0,0,0,Dropout
2604,3,1,25,138,0,5,5,3.08,9,9,science,0,2,13,0,1,15,3.67,4,3,5,4.67,3.33,4,3,4.33,3.33,Complete
2605,3,1,25,0,0,5,5,0,3,5,Science,25750,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2606,3,1,27,138,0,5,5,3.03,5,5,Science,0,2,11,0,1,13,3.67,5,4.33,5,5,4.67,4.33,4.67,4.67,4,Complete
2607,3,2,25,32,0,4.69,5,1.93,5,5,SCIENCE,0,0,5,0,0,5,3.33,4,3.33,3,1,3,2.33,3.33,2.33,2.67,Dropout
2608,3,1,26,34,0,4.56,4.6,2.25,1,5,Science,42000,0,0,0,2,6,2.33,3,1,2,1,1,4.67,1,1,1,Dropout
2609,3,1,27,138,2,5,5,3,5,5,Science,-12,0,15,0,0,16,3.33,4.67,2.67,4,2.67,3.33,3.33,5,2,3.33,Complete
2610,3,1,27,0,0,4.94,4.6,0,9,8,Science,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2611,3,1,26,138,0,5,4,3.43,8,8,Science,0,4,0,0,4,14,4.67,4.33,5,5,2.67,4.67,4.67,4.67,4.67,3.67,Complete
2612,3,1,25,138,0,5,4.75,2.56,5,5,Science,0,0,0,0,1,15,5,2.67,3.33,3.33,4,3.67,2.33,3.67,3.33,4.33,Complete
2613,3,1,26,9,0,4.81,4.58,1.37,5,5,Science,0,0,0,0,0,2,1,1,1,3.33,4.33,2.67,0,0,0,0,Dropout
2614,3,1,31,56,0,4.5,3.7,2.28,5,5,Science,0,0,0,0,8,11,1,1,1,1,3,1,3.67,1,5,1,Dropout
2615,3,1,25,138,0,5,4.92,3.1,11,11,Science,0,1,0,0,6,17,4,4,3.33,4.67,4.67,3.67,4.67,4,3,5,Complete
2616,3,1,29,138,0,3.81,4.58,3.06,8,5,SCIENCE,39500,3,0,0,3,14,5,3.33,3,4.33,4.67,3,4.67,4.33,4,4.33,Complete
2617,3,2,26,18,0,4.75,4.7,1.37,4,4,Science,0,0,0,0,1,4,1,2,2,1,1,1,1,1,2,1,Dropout
2618,3,2,30,138,0,5,4.3,2.98,5,10,SCIENCE,-2,1,15,0,1,15,4.67,2.67,3.67,3.67,3,3,3.33,2,3,5,Complete
2619,3,1,25,29,0,5,4.4,1.96,9,5,SCIENCE,0,0,0,0,0,5,3.33,3.67,4,1,1,2.67,3.67,1,3.33,2,Dropout
2620,3,2,26,138,0,4.88,4.7,3.18,5,5,Science,0,3,0,0,1,14,3.67,4.67,5,3.33,5,4,2.67,2,3.67,5,Complete
2621,3,1,26,138,0,4.81,4.6,3.09,5,5,science,0,1,0,0,0,15,3.33,5,3,3,1,1,3.67,5,2.33,3.33,Complete
2622,3,2,26,51,0,5,4.25,1.87,5,5,Science,36004,0,11,0,0,11,1,1,1,1,1,1,4,2,1,1,Dropout
2623,3,1,27,20,0,4.31,4.9,1.59,11,11,science,27000,0,0,0,0,5,1,1,1,3.33,3,2.67,3.67,1,2,2,Dropout
2624,3,1,28,10,0,5,3.75,1.02,4,5,Science,37200,0,0,1,0,3,1,1,1,1,2,2.33,1,4,1,2,Dropout
2625,3,1,24,12,0,4.44,4,1.09,1,1,Science,0,0,0,0,0,3,1,1,1,1,2.67,3.67,2,1,3.67,0,Dropout
2626,3,1,26,138,0,4.81,4.5,3.47,5,5,SCIENCE,0,6,0,0,1,14,3.33,5,4.33,3.67,5,4,5,4.33,5,4.67,Complete
2627,3,1,29,138,2,4.8,4.4,3.98,7,13,"Language Reading, Language Writing, Social Studies, Math, Science",0,12,0,0,1,12,5,5,5,5,4.67,5,5,5,5,5,Complete
2628,3,1,24,15,0,5,4.5,1.8,8,8,Science,-6200,0,0,0,0,4,3,3.33,1,1,3,2,2.67,0,0,0,Dropout
2629,3,2,24,138,0,5,4.67,3.08,5,5,Science,0,1,0,0,4,15,3.67,4,4.67,5,3.67,2,2.67,2.67,3.33,2.67,Complete
2630,3,1,25,9,0,4.25,4.83,0.89,4,5,Science,42000,0,0,0,0,2,1,1,1,1,3.33,2,3.33,0,0,0,Dropout
2631,3,1,27,38,0,4.31,2.87,1.98,6,10,Graphic Design,0,0,0,0,0,7,3,4.33,3.33,1,2.33,3.33,3,2,4,2.33,Dropout
2632,3,1,25,138,0,5,4.25,3.44,5,5,Science,0,5,13,0,1,13,4.67,4.67,3.33,5,4.33,4.33,4,5,5,2.67,Complete
2633,3,1,27,10,0,5,5,1.67,11,5,SCIENCE,38000,0,4,0,2,4,1,1,4,3.67,1,1,1,1,1,4.33,Dropout
2634,3,2,25,12,0,5,4.8,0.94,11,11,Science,-16050,0,0,0,1,5,2,1,1,1,1,2.33,2.33,2.33,0,0,Dropout
2635,3,1,25,36,0,4.94,5,1.61,5,5,SCIENCE,0,0,3,0,0,4,3,4.33,2.33,2,2.67,1,2,2.67,2,4.67,Dropout
2636,3,1,27,138,0,5,5,2.64,5,5,SCIENCE,0,0,36,0,0,18,1,1,1,1,1,3.67,4.33,4,4.67,2.67,Complete
2637,3,1,26,138,0,5,5,2.98,5,5,science,-6,1,12,0,1,13,3.33,4.67,5,4.33,4,4.33,3,4.33,2.67,4,Complete
2638,3,2,26,0,0,5,5,0,2,2,Science,14500,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2639,3,1,27,80,0,5,5,2.23,5,5,Science,59000,0,13,0,7,13,2.33,2.67,2,1,4,2.67,3.67,1,3.67,4.33,Dropout
2640,3,1,25,16,0,5,5,2.31,8,5,SCIENCE,0,0,3,0,0,3,2.33,3.67,2,2,1,3.33,3.67,4,0,0,Dropout
2641,3,1,26,138,0,5,5,2.85,11,11,Science,0,0,15,0,0,15,2.67,4.33,3.67,1,2,3.33,4,2.33,5,2,Complete
2642,3,2,24,9,0,5,5,1.84,5,5,Science,200,1,1,0,0,2,1,1,1,1,5,5,4.67,0,0,0,Dropout
2643,3,1,25,138,0,5,5,3.09,5,5,SCIENCE,0,0,15,0,2,15,3.67,4.33,4.33,1,3.33,3.67,2.67,4.33,5,4,Complete
2644,3,1,25,138,0,5,4.6,3.16,5,5,Science,0,4,0,0,0,12,2,2.67,3.67,4.33,3,4,4,4.67,5,4,Complete
2645,3,1,24,49,0,5,3.67,1.74,6,6,science,0,0,0,0,1,12,1,1,1,1,1,1,1,2,1,1,Dropout
2646,3,2,24,138,0,4.69,4.58,3.19,5,5,Science,0,1,0,0,0,13,3,5,3.33,5,3.33,4.33,3,2.33,2.33,5,Complete
2647,3,1,25,138,0,4.6,2.5,3.3,2,2,N/Science,0,4,0,0,1,17,4,4.67,3,3,5,2.67,3.67,4,1,3.67,Complete
2648,3,1,26,138,0,4.4,2,3.37,5,5,Science,0,4,0,0,2,16,1,1,3.33,1,5,4,5,5,1,1,Complete
2649,3,1,27,138,0,4.63,3,3.09,12,12,Science,0,0,0,0,0,17,2.67,5,4.33,5,5,3.33,4.33,4.67,5,3.67,Complete
2650,3,1,25,13,0,3.94,3.2,1.3,5,5,SCIENCE,0,0,0,0,1,4,1,1,2.67,3.67,1,1,1,1,1,1,Dropout
2651,3,1,25,19,0,3.5,3.33,1.91,5,5,Science,12000,0,4,0,0,4,3.67,3,2.67,1,1,2,2.33,2,1,4,Dropout
2652,3,1,23,15,0,3.81,4.67,1.8,5,5,Science,0,0,0,0,0,2,2.33,3,2,2.67,4,0,0,0,0,0,Dropout
2653,3,1,26,15,0,4.2,3.6,1.82,5,5,Science,0,1,0,0,0,5,1,1,1,1,1,1,2.33,1,1,1,Dropout
2654,3,1,26,43,0,4.06,3.92,2.08,5,5,Science,-1000,1,0,0,4,7,1,5,1,4,3,3.67,3.33,1,1,1,Dropout
2655,3,1,26,141,0,5,2,3.04,5,5,Science,0,3,0,0,6,15,4,3.67,2.67,5,3,2.33,4,4,4,4.67,Complete
2656,3,1,24,9,0,4.88,4.42,1.32,5,5,Science,1000,0,0,0,1,2,1,1,1,1,3.67,3.33,4.33,0,0,0,Dropout
2657,3,2,25,0,0,5,4.6,0,5,5,SCIENCE,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2658,3,1,25,25,0,5,4.9,1.3,5,5,SCIENCE,0,0,0,0,1,5,1,2,1,1,1,3,3.33,2.33,1,1,Dropout
2659,3,1,23,9,0,4.19,3.17,0.81,5,5,Science,0,0,0,0,0,4,1,1,1,1,1,1,1,2.67,2,2.67,Dropout
2660,3,2,26,138,0,5,4.5,3.2,8,8,Science,0,1,0,0,1,13,3.33,3.33,3.67,5,4,1,4,4,5,5,Complete
2661,3,2,25,6,0,4.81,4.33,1.22,5,5,Science,37000,0,0,0,0,1,3,2.67,1,0,0,0,0,0,0,0,Dropout
2662,3,2,25,0,0,5,5,0,5,5,SCIENCE,25750,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
2663,3,1,25,138,0,5,4.42,3.77,5,5,Science,0,10,0,0,0,12,5,5,5,5,4.67,5,5,5,4.33,5,Complete
