Id_Key,Dept,Gender,Age,Total Comp,District,SSC_RES,HSC,CGPA,SSC_Board,HSC_Board,GroupOrSubject,TotalDue,ScholarshipCount,WaiverCount,ReAdmission,TotalLateRegFineCount,StudyDurationAtUiu,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9,Course_10,Status
1,1,1,27,0,0,3.38,5,0,4,5,Science,23100,0,3,0,2,3,1,1,1,1,1,1,1,1,1,0,Dropout
2,1,1,25,24,0,4.88,5,1.78,5,5,BUSINESS STUDIES,0,0,5,0,0,5,2,1,2.33,1,1,1,3.67,2.33,3,4.33,Dropout
3,1,1,26,123,0,5,5,2.93,5,5,BUSINESS STUDIES,0,1,14,0,3,15,3.33,4,3.33,4,2.33,2.33,3.33,3.33,3,4.33,Complete
4,1,1,27,123,0,4.5,5,3.18,4,4,Business Studies,0,1,12,0,0,13,4,4.67,4.67,4.33,4.33,4.33,4.33,5,3.33,3.67,Complete
5,1,2,25,123,0,5,5,2.99,5,5,Science,0,0,14,0,0,14,5,4.67,3.67,3.67,4,4.33,3.33,3.67,4,4.33,Complete
6,1,1,0,0,0,5,5,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
7,1,2,25,120,0,5,5,2.87,5,5,SCIENCE,0,0,17,0,0,17,1,4,4.67,3.67,4.67,4,4,2.67,4.33,4,Dropout
8,1,2,0,0,0,5,5,0,5,5,BUSINESS STUDIES,25750,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
9,1,2,0,123,0,5,5,2.95,5,5,Buisness Studies,0,0,13,0,3,13,4.33,3.67,4.33,4.33,4.33,4.33,4.67,4.33,4.67,4,Complete
10,1,2,25,123,0,4.63,5,3.37,5,5,Business Studies,0,4,10,0,5,14,3.33,3.67,4.67,4,3.67,4.67,4.33,5,5,4.33,Complete
11,1,1,27,21,0,5,5,1.57,1,5,Huminities,0,0,4,0,0,4,2.33,3.33,1,2,2.67,1,2.33,3.33,2,1,Dropout
12,1,2,26,123,0,5,5,3.95,5,5,Science,-44,12,14,0,2,13,5,5,5,5,5,5,5,5,5,5,Complete
13,1,2,27,123,0,5,5,3.69,5,5,Business Studies,0,10,5,0,0,15,4,4,4.33,5,5,4.33,4.67,5,4.67,4.33,Complete
14,1,2,27,132,0,5,5,3.81,5,5,Businessman,-1,13,1,0,2,14,5,5,4.67,5,5,4.33,5,5,5,5,Complete
15,1,2,26,123,0,5,5,3.24,5,5,Business Studies,0,3,11,0,1,14,5,5,3.67,4,2.67,4.67,3,3.67,3.33,3.67,Complete
16,1,2,27,123,0,5,5,3.92,5,5,SCIENCE,0,10,3,0,1,13,5,5,5,4.67,5,5,5,5,5,5,Complete
17,1,2,26,123,0,4.88,5,3.66,8,5,Business Studies,0,8,20,0,0,14,4.33,4.33,4.33,4.67,4.67,3.67,5,4.67,5,5,Complete
18,1,2,25,0,0,5,5,0,5,0,Business Studies,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
19,1,1,26,39,0,3.5,5,1.67,4,0,Business Studies,0,0,7,0,1,7,2.67,1,3.67,2,2,1,1,1,2,2.67,Dropout
20,1,1,25,126,0,4.75,4.3,2.73,11,0,BUSINESS STUDIES,0,1,0,0,4,13,3.67,4.33,3.67,5,4.33,4.33,4.33,4.33,3.67,2.67,Complete
21,1,2,27,45,0,4.8,4,3.4,0,0,COMMERCE,0,3,0,0,0,5,4.33,4.67,5,4.67,4.67,4.33,3.67,3.67,3.67,4.67,Dropout
22,1,1,27,9,0,4.56,3.7,0.56,5,5,b.studies,37000,0,0,0,0,2,1,2,1,1,2.33,2,0,0,0,0,Dropout
23,1,2,0,24,0,4.94,3.8,1.44,6,6,COMMERCE,37000,0,0,0,1,6,1,1,1,3.33,1,2.33,3.67,4,3.33,3.33,Dropout
24,1,2,27,120,0,4.4,2,2.58,0,0,0,0,1,0,0,3,14,1,4.67,2,2.67,3.33,2.33,5,3,4.33,4.67,Dropout
25,1,2,25,9,0,4.38,4.5,1.4,5,5,Business Studies,1000,0,0,0,1,2,3.33,1,1,2.67,1,4,0,0,0,0,Dropout
26,1,1,26,27,0,4.75,4,1.8,5,5,business studies,0,0,0,0,0,6,1,1,3.33,2.33,1,3.67,3.33,3.33,1,3.67,Dropout
27,1,1,27,126,0,4.94,4.7,2.74,5,5,B.studies,0,0,0,0,0,15,5,4.33,4,3,3,3.67,4.33,3.67,5,3.33,Complete
28,1,1,25,126,0,3.94,4.1,2.8,9,1,Business Studies,0,0,0,0,9,17,4.33,4,1,4.33,2.67,1,3.33,4,3,4,Complete
29,1,1,26,21,0,4.13,4.8,1.43,5,5,Business stydy,0,0,0,0,0,4,1,1,1,1,1,3.33,2,4,3.67,3.67,Dropout
30,1,1,25,123,0,4.19,4.6,2.54,5,5,0,0,0,0,0,1,14,3.67,2.33,4,3.67,3,2.67,2,4.33,2.67,2.33,Complete
31,1,1,27,126,0,4.44,4.2,2.98,4,4,BUSINESS,0,0,0,0,1,14,3.67,3,4.33,4.67,4,3.67,3.67,3.67,2.67,4.33,Complete
32,1,1,25,126,0,4.06,4.1,3.13,5,5,business studies,0,2,0,0,0,14,4,3.33,4.33,4,4.33,2.67,5,4.67,3.67,3.67,Complete
33,1,2,0,9,0,4,3.8,0.94,5,5,Business Study,37000,0,0,0,0,2,1,1,1,3,2.33,3.33,0,0,0,0,Dropout
34,1,1,25,126,0,4.69,4.7,3.08,5,5,Buisness Studies,0,1,0,0,0,15,5,4.33,4.67,3.67,5,4.67,3.67,5,4.33,4.67,Complete
35,1,1,26,126,0,4.25,4.1,2.44,6,6,Business studies,-2,0,0,0,11,15,2.67,1,3,4,3,3.33,3,3.67,4,2,Complete
36,1,1,0,9,0,5,5,1.72,5,5,Business Studies,33240,0,2,0,0,2,1,1,1,5,3.67,4.67,0,0,0,0,Dropout
37,1,1,26,123,0,3.75,4.6,3.42,5,5,Business studies,0,5,0,0,0,13,5,4,5,5,4.67,4,5,5,5,4,Complete
38,1,1,27,123,0,4.13,4.6,3.15,5,5,Business Studies,0,1,0,0,3,12,5,4.33,3.67,3.67,5,5,3.67,3.33,3.67,3.33,Complete
39,1,1,26,36,0,4.31,4,1.79,5,5,business study,0,0,0,0,0,7,2,1,3.33,1,1,4,2.67,3,3.33,1,Dropout
40,1,1,25,45,0,4.13,3.7,2.04,11,11,Buisness Studies,0,0,0,0,2,7,2.33,1,1,1,3.67,1,2.67,3.67,1,4.33,Dropout
41,1,2,0,24,0,4.5,4.3,1.42,5,5,BUSINESS STUDIES,36600,0,0,0,0,5,1,1,1,1,1,1,4,2.33,2.33,1,Dropout
42,1,2,27,123,0,3.75,4.3,2.81,8,8,B. Studies,0,0,0,0,0,15,1,4,3.33,3.33,3,4,3.67,4.33,3.67,2,Complete
43,1,1,0,9,0,4.69,4.7,1.56,5,5,BUSINESS STUDIES,-8400,0,0,0,0,2,3.67,2,2,0,0,0,0,0,0,0,Dropout
44,1,1,0,0,0,3.06,3.8,0,5,5,COMMERCE,1000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
45,1,2,27,87,0,4.5,3.7,2.09,5,5,B.STUDIES,0,0,0,0,6,13,3.33,3.67,5,3.33,3.67,3.33,2.33,3.33,2,2.67,Dropout
46,1,2,28,126,0,4.19,4.9,2.76,5,5,science,0,0,13,0,3,14,3.67,4,4.33,4.33,2,4.33,4,1,4.67,4,Complete
47,1,2,28,126,0,4,3.5,3.75,7,7,COMMERCE,0,11,0,0,1,14,5,5,4.33,5,4.67,4.67,4.33,5,4.67,5,Complete
48,1,1,26,0,0,4.25,3.9,0,4,5,Science,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
49,1,1,26,123,0,3.69,3.5,2.54,1,1,Business Studies,24000,0,0,0,12,18,1,5,3.67,4,4.67,3,4,3.33,2.67,4,Complete
50,1,2,26,63,0,4.75,4.7,2.51,5,5,Commarce,-5500,0,0,0,0,9,3,4,3.33,2,3.67,2.67,4.33,4,3.67,3.33,Dropout
51,1,1,25,0,0,5,5,0,1,1,SCINCE,25750,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
52,1,1,0,0,0,4.5,3.2,0,5,5,Business Study,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
53,1,2,26,6,0,4.38,4.5,1,11,5,SCIENCE,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,Dropout
54,1,1,27,123,0,5,4.2,2.68,4,4,SCIENCE,0,0,0,0,0,16,2.33,2.67,3.67,4.33,1,2.33,4,3.67,3.67,5,Complete
55,1,2,26,123,0,4.19,4.4,2.1,3,5,BUSINESS STUDIES,0,0,0,0,3,16,2,2,3.67,3.33,2.33,3.33,4.33,1,2.33,3.33,Complete
56,1,2,25,126,0,4.38,4.8,2.75,5,5,COMMERCE,0,1,0,0,0,15,3,2,2.67,3.33,3,5,2,4,2.67,4,Complete
57,1,1,25,126,0,4.06,3.8,3.21,5,5,commerce,0,2,0,0,0,13,1,1,2,4.33,4.33,3,2.67,5,4.67,4,Complete
58,1,2,26,18,0,4.63,4.7,1.75,5,5,Business studies,0,0,0,0,0,3,2.33,1,1,1,4,3,3,4.67,3,0,Dropout
59,1,1,0,15,0,4.63,4.5,1.04,0,0,0,37000,0,0,0,0,3,1,1,1,2,2,3,4,1,2.33,0,Dropout
60,1,2,28,123,0,3.83,2,2.7,7,7,commerce,0,2,9,0,4,14,3,3,4,3.33,1,4,3.33,2.67,3,3,Complete
61,1,1,26,126,0,4.5,4.1,2.54,11,11,Business studies,0,0,0,0,2,15,2,1,2.67,2.33,2.67,2.33,3.67,4,3.67,3.33,Complete
62,1,1,30,123,0,5,4.5,3.29,8,8,SCIENCE,0,2,0,0,0,13,5,1,3,3.67,3.33,5,3,5,5,3.67,Complete
63,1,1,0,9,0,4.38,4.8,1,0,5,BUSINESS STUDIES,36992,0,0,0,0,2,1,1,1,3,3,3,0,0,0,0,Dropout
64,1,1,25,123,0,4.19,4.4,2.97,5,5,Business Studies,0,0,0,0,1,14,3.67,4,3.33,3.33,3.67,3.33,4.67,4.33,4.33,1,Complete
65,1,1,25,33,0,4.13,4.1,1.57,5,5,Buisness Studies,-1500,0,0,0,0,6,1,1,1,1,3.67,2,2,1,2,3.67,Dropout
66,1,2,26,18,0,4.75,4,1.17,4,4,Commerce,3100,0,0,0,1,2,2,2,2,2,2.67,2.33,0,0,0,0,Dropout
67,1,2,25,3,0,3.25,3.6,0.33,5,5,Commerce,37000,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,Dropout
68,1,2,28,126,0,4.31,4.6,2.93,8,5,BUSINESS STUDIES,-1100,1,0,0,1,14,5,4.33,4.67,3,3.33,3.33,3.67,4.33,4.67,3.33,Complete
69,1,1,26,18,0,4.88,5,1.67,0,5,BUSINESS STUDIES,-400,0,3,0,0,3,1,2.33,2.67,2.33,2.33,3,1,3.33,0,0,Dropout
70,1,1,25,123,0,4.13,5,3.33,5,5,BUSINESS STUDIES,0,5,9,0,0,14,3,2.67,3.67,3.67,2,3,4,4.33,5,5,Complete
71,1,2,26,123,0,4.88,4.4,3.53,4,4,SCIENCE,0,7,0,0,0,14,5,5,4,5,5,4,4.33,4,4,3.67,Complete
72,1,1,25,123,0,4.13,4.1,2.59,8,8,Buisness Studies,0,0,0,0,1,14,4.67,3.67,3.67,2,2.33,4,3.67,4,2.67,2.33,Complete
73,1,2,0,0,0,4.44,5,0,5,5,Business Studies,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
74,1,1,26,123,0,4.06,4.5,2.5,6,6,BUSINESS,0,0,0,0,0,15,4.33,3.67,2.67,1,3,3,3,4,4.33,3.33,Complete
75,1,2,26,126,0,4.81,4,2.42,6,6,Science,24400,0,0,0,1,16,4.33,4.33,2.33,4.33,3.33,3,3.33,4.33,3.67,3.67,Complete
76,1,2,25,126,0,4.6,3,3.49,0,0,0,0,8,0,0,1,15,4.33,5,5,5,5,4.33,5,5,4.33,5,Complete
77,1,2,26,9,0,3.56,4,1.92,5,5,BUSINESS STUDIES,37000,0,0,0,0,2,3.33,1,4,2,1,0,0,0,0,0,Dropout
78,1,2,27,123,0,4.94,4.9,3.21,5,5,Science,0,3,0,0,1,14,4.33,4.67,5,3.67,5,4.67,5,4.33,4.33,3.67,Complete
79,1,2,28,63,0,4.63,4.7,1.92,5,5,BUSINESS STUDIES,37000,0,0,0,0,9,1,1,1,2.67,4,5,3.33,2.67,4,1,Dropout
80,1,1,27,126,0,4.88,4.6,3.45,5,5,Business Studies,0,6,0,0,0,14,4,4.33,4,4.67,5,5,4.67,5,3.33,4,Complete
81,1,2,0,33,0,3.69,3.3,1.6,5,5,Business Study4,37018,0,0,0,6,10,1,1,1,3.33,2.33,1,4,4.33,1,3,Dropout
82,1,1,0,9,0,3.81,4.6,1.4,4,4,Business Study,0,0,0,0,0,4,1,1,1,2.33,1,1,3.67,4,0,0,Dropout
83,1,2,0,60,0,4.88,4.2,3.06,5,0,Science,37000,3,0,0,0,10,1,1,1,1,1,1,1,5,1,5,Dropout
84,1,2,25,69,0,4.5,4.6,3.38,5,5,B.Studies,0,5,0,0,0,8,4.33,3.67,3.33,4,3,3,4.67,4.33,4.67,5,Dropout
85,1,1,26,0,0,4,3.9,0,4,4,business studies,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
86,1,1,26,24,0,3.81,4.7,1.33,5,5,Business stadies,37000,0,0,0,0,4,1,1,1,4.33,3.33,3,2.67,2.67,2,2.67,Dropout
87,1,2,27,51,0,4.94,4.7,2.63,5,5,BUSINESS STUDIES,0,0,0,0,0,7,3.67,3.67,4.33,2.67,1,3,2,3.67,3,3.33,Dropout
88,1,1,25,57,0,5,4.2,1.78,5,5,Business study,0,0,0,0,1,8,1,2.33,1,1,1,1,2,2.33,3,4.33,Dropout
89,1,1,0,6,0,4.88,4.1,1.13,5,5,Business Studies,22000,0,0,0,0,2,1,1,1,4,1,3.67,0,0,0,0,Dropout
90,1,1,26,126,0,4.63,4.3,2.52,11,11,Business Studies,0,0,0,0,0,15,4,3.33,2.33,4,3.67,1,2,3.67,3.67,4,Complete
91,1,1,26,126,0,4.19,4.8,2.56,5,5,Business Studies,-100,0,0,0,1,15,3,4.33,4.67,2.33,3.67,4.33,3,4,3.33,3.33,Complete
92,1,2,26,126,0,5,4.7,3.1,5,5,commerce,0,3,0,0,0,14,4.33,4,3.33,3.67,3.33,3.67,4.33,4.33,3.67,3.33,Complete
93,1,1,0,6,0,4.38,4.4,2.11,0,5,Business studies,37100,0,0,0,0,1,5,1,3.33,0,0,0,0,0,0,0,Dropout
94,1,1,28,123,0,4.44,4.4,2.36,5,0,BUSINESS STUDIES,0,0,0,0,3,19,3.67,3,2.33,1,2.33,2.33,2,1,2.67,3.67,Complete
95,1,1,25,123,0,4.88,4.4,2.11,5,5,BUSINESS STUDIES,24000,0,0,0,7,17,4.67,2.33,4.33,4,2.33,3.67,4.67,2.67,2,3,Complete
96,1,2,0,9,0,4.6,4,2.66,0,0,0,-18500,0,0,0,0,2,3.33,3.33,4.33,0,0,0,0,0,0,0,Dropout
97,1,2,25,123,0,5,5,3.99,4,5,SCIENCE,0,13,1,0,0,14,5,5,5,5,5,5,5,5,5,5,Complete
98,1,1,26,6,0,4.94,4.6,1.13,5,5,COMMERCE,39509,0,0,0,0,2,1,1,1,4,1,3.67,0,0,0,0,Dropout
99,1,1,26,126,0,3.94,4.3,2.83,5,5,Business studies,0,0,0,0,1,14,3.33,2,5,3.33,3,3.67,3.67,4.33,4.33,3,Complete
100,1,1,27,123,0,4.88,4.9,2.61,8,8,B.studies,0,0,0,0,2,15,1,3.67,2,3.33,3.33,3,4,2.33,3.33,3,Complete
101,1,1,27,123,0,3.44,4.2,2.45,5,5,Business studies,0,0,14,0,1,14,2,3.33,2.67,2,2.67,2.33,3,3.67,3.33,4,Complete
102,1,1,25,123,0,5,5,2.32,11,11,Business Studies,0,0,16,0,3,16,4,3.67,4,3.33,4,3.67,1,3.33,2,3,Complete
103,1,1,28,21,0,4.25,4.5,0.6,5,5,Business Studies,1000,0,0,0,0,3,1,1,1,1,1,2.33,1,2.67,1,0,Dropout
104,1,2,25,123,0,5,5,3.59,11,11,Arts,0,7,6,0,0,14,3,3.33,4,4.67,5,4,5,4,4,5,Complete
105,1,2,25,123,0,4.94,5,2.74,5,5,Buisness Studies,0,0,15,0,5,16,4,4.67,4.67,4.67,4,3,3.67,4.33,5,3.33,Complete
106,1,1,26,27,0,4.75,3.6,1.96,6,6,COMARCE,0,0,0,0,0,4,3.67,2.33,1,2,3,4.33,3,2.33,3.33,2.67,Dropout
107,1,1,27,123,0,4.88,5,3.68,5,5,B. studies,0,10,4,0,1,14,5,4,5,4.33,4.33,3.33,4.67,5,5,4.33,Complete
108,1,2,25,123,0,5,5,3.23,5,5,BUSINESS STUDIES,0,4,21,0,1,13,4.67,4,5,2.33,4.33,2.67,4.33,2.33,4,2.67,Complete
109,1,1,0,30,0,5,5,3.33,5,5,Business Studies,32000,2,2,0,0,3,2.67,3.67,4.33,4.33,4,5,5,5,5,4.33,Dropout
110,1,2,26,123,0,5,5,4,5,5,Science,0,13,1,0,0,14,5,5,5,5,5,5,5,5,5,5,Complete
111,1,1,26,9,0,5,5,2.67,3,5,Commerce,1000,0,1,0,0,1,3.33,2.67,5,0,0,0,0,0,0,0,Dropout
112,1,1,26,123,0,4.13,4.2,2.11,5,5,bussiness study,-1109,0,0,0,3,15,4.67,4,4,3,2.67,4,2.33,1,1,3.33,Complete
113,1,1,25,0,0,5,5,0,9,4,HUMANITIES,25750,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
114,1,2,26,123,0,5,5,3.8,5,5,BUSINESS STUDIES,0,12,5,0,0,13,5,4.67,4.33,5,4.67,5,4.33,5,4.67,5,Complete
115,1,1,26,123,0,4.38,5,3.54,4,5,BUSINESS STUDIES,0,9,5,0,0,13,5,3.67,4,4.67,5,5,4.33,5,5,3.33,Complete
116,1,1,26,126,0,5,4.8,2.56,8,8,Business Studies,0,0,0,0,4,14,2.33,3.33,3.67,4,3.33,4.67,4,2.67,4.33,2.67,Complete
117,1,1,0,15,0,4.5,4.4,1.56,5,5,Commerce,0,0,0,0,0,5,1,1,1,1,1,1,2.67,4.33,3,0,Dropout
118,1,1,0,9,0,4.38,4.9,1.28,5,0,Business Studies,0,0,0,0,0,2,1,1,1,3.33,3.33,4,0,0,0,0,Dropout
119,1,2,27,36,0,4.81,5,3.5,5,5,BUSINES STUDIES,0,1,5,0,0,5,5,5,4,5,5,3.67,5,3.67,4.67,5,Dropout
120,1,1,27,123,0,4.5,5,3.76,6,6,Business Studies,0,9,4,0,0,13,5,4.33,5,5,4.67,4.67,5,5,5,4.67,Complete
121,1,1,0,120,0,4.5,5,2.31,5,5,Buisness Studies,0,0,17,0,1,17,1,4.67,4.67,4,4.67,4.67,5,4,3.33,3.67,Dropout
122,1,2,26,18,0,5,5,2.39,0,0,0,0,0,2,0,0,2,2,3,2.33,5,3.67,4.33,0,0,0,0,Dropout
123,1,1,27,123,0,5,5,3.2,5,5,B.Studies,30000,5,10,0,4,15,4.67,3.67,3.67,3,3,3.33,2.67,3,3.67,3.33,Complete
124,1,1,26,123,0,4.81,5,3.17,5,5,BUSINESS STUDIES,0,1,13,0,0,14,3.67,4,4.33,3,4.67,5,4.33,3.67,3.67,4,Complete
125,1,1,26,27,0,4.56,5,1.89,5,5,Business studies,37000,0,4,0,0,4,1,1,1,3,2.67,2.67,2.67,4,4.33,4.67,Dropout
126,1,1,26,138,0,4.88,5,3.73,5,5,BUSINESS STUDIES,0,9,7,0,0,16,4.67,4.67,5,5,5,4.67,4,4.67,5,4.33,Complete
127,1,2,26,123,0,4.88,5,3.15,5,5,Business studies,-2,3,11,0,0,13,4.67,4.67,4,4.33,4.67,4.67,5,4,4.67,3.67,Complete
128,1,1,27,0,0,4.31,5,0,4,4,huminities,25750,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
129,1,2,25,123,0,5,5,2.78,0,5,BUSINESS STUDIES,0,0,14,0,0,14,3,4.33,3,3.33,4.33,4.67,2.67,3,3.67,3.67,Complete
130,1,2,26,123,0,4.56,4.7,1.98,5,5,Buisness Studies,0,0,0,0,4,17,3,1,1,2,2,2.67,2.67,2,2.33,3.33,Complete
131,1,2,27,27,0,5,5,2.81,5,5,BUSINESS STUDIES,37900,2,2,0,1,4,1,1,1,5,4,4.33,5,5,4.33,5,Dropout
132,1,2,25,123,0,5,5,3.63,5,5,Business Studies,0,8,6,0,1,14,5,4,5,4.67,4.33,4.33,3,4.33,5,3.33,Complete
133,1,1,25,123,0,3.88,5,3.52,5,5,Buisness Studies,0,2,10,0,0,13,3.67,4.33,5,3,4.33,4.67,5,4.67,4.33,4.67,Complete
134,1,2,28,126,0,4.13,4.9,3.19,5,5,Business Studies,0,0,0,0,0,14,5,3.67,3.67,3,4,3.67,3.67,4.67,5,4.33,Complete
135,1,2,25,123,0,4.63,5,2.74,5,5,Buisness Studies,-7,0,18,0,0,18,3,3.33,3.33,4,1,2,4.33,4,4.33,4.67,Complete
136,1,1,26,132,0,5,5,3.56,4,5,BUSINESS STUDIES,0,7,8,0,0,14,5,5,4.67,5,5,4.67,4.67,5,4,4,Complete
137,1,1,26,9,0,5,5,1.17,0,5,BUSINESS STUDIES,37000,0,2,0,0,2,1,1,1,3.67,2,4.33,0,0,0,0,Dropout
138,1,2,28,123,0,5,5,2.75,12,12,SCIENCE,0,0,12,0,4,13,2.33,4,4,3,3,4,3.67,3.67,2.67,5,Complete
139,1,2,26,123,0,5,5,3.5,5,5,Business Study,0,5,9,0,0,14,5,5,4.33,3.67,4,4.67,5,4.33,4.67,5,Complete
140,1,2,27,123,0,4.94,5,3.56,5,5,B. STUDY,0,8,6,0,0,14,4.33,5,4,3.67,4.33,4.67,5,5,5,3.67,Complete
141,1,1,27,123,0,4.75,5,3,4,5,Buisness Studies,0,0,14,0,0,14,4,3.33,3.33,2,3.33,4.33,4.33,3.67,3.67,3.67,Complete
142,1,1,26,123,0,5,5,2.89,11,11,BUSINESS STUDIES,0,0,13,0,3,13,5,3.67,3,4.33,4.67,4.33,4,4.67,4,3,Complete
143,1,2,25,9,0,5,5,2.56,4,4,BUSINESS STUDIES,-7500,0,2,0,0,2,3.33,3.67,3.67,0,0,0,0,0,0,0,Dropout
144,1,2,25,123,0,4.56,5,2.96,0,0,0,0,1,13,0,4,14,4,3,3.33,4.33,4.33,3.33,4.67,4,4.33,3.33,Complete
145,1,2,26,123,0,5,5,3.81,5,5,Business studies,0,12,3,0,1,14,4.67,4.33,5,5,5,5,5,5,5,4.33,Complete
146,1,2,25,123,0,5,5,3.85,5,5,Buisness Studies,0,11,4,0,0,14,5,4.33,5,5,5,5,5,5,5,4.67,Complete
147,1,1,27,21,0,4.81,3.8,2.29,5,5,science,0,0,0,0,1,3,2.67,4,2.67,1,1,3.33,4.33,3.33,2.67,0,Dropout
148,1,1,25,123,0,4.81,5,3.23,5,5,Business Studies,0,5,10,0,1,15,5,5,4,4,2,2.33,5,4.67,4.67,5,Complete
149,1,2,26,123,0,4.63,5,3.38,5,5,Business Studies,-3,4,11,0,0,15,4,4.33,5,4,4,3.67,4,3.67,2.33,4.33,Complete
150,1,1,26,123,0,4.19,5,3.57,0,0,0,-1100,8,8,0,0,16,3.67,4.67,5,4.33,4.33,4.67,5,4.67,1,1,Complete
151,1,2,25,123,0,5,5,3.79,5,5,Business Studies,0,11,3,0,0,14,5,5,4.33,4,4.33,5,4.67,3.67,4.33,4.33,Complete
152,1,2,26,24,0,5,5,2,6,5,BUSINESS STUDIES,37000,0,7,0,0,4,1,1,1,3.33,1,4,4,2.67,4,4.67,Dropout
153,1,1,0,123,0,5,5,2.5,6,6,Business Studies,0,0,16,0,3,16,5,4.33,3.67,3.67,3.67,4.33,4,4.33,4.67,3.33,Complete
154,1,1,26,9,0,4.31,5,1.67,0,0,0,0,0,1,0,0,1,2,2.33,3.67,0,0,0,0,0,0,0,Dropout
155,1,1,25,123,0,4.19,5,2.63,5,0,0,0,0,15,0,2,15,3,2.67,3,2.67,1,2,4.33,3.33,4.33,4.67,Complete
156,1,2,26,123,0,5,5,2.72,5,5,Business Studies,0,1,13,0,0,14,3,2.67,4,3.67,5,4,4.67,2.67,4,4.67,Complete
157,1,1,0,0,0,5,5,0,5,5,Business studies,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
158,1,1,26,0,0,5,5,0,9,5,Commarce,25750,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
159,1,1,26,27,0,3.94,5,1.93,5,5,Buisness Studies,37000,0,4,0,0,4,4,1,4.33,3.67,2,1,2,2.33,4,4,Dropout
160,1,2,28,0,0,4.31,5,0,5,5,COMMERCE,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
161,1,2,26,72,0,5,5,3.02,5,5,Business Studies,-104,3,2,0,0,6,1,1,1,3,5,4.67,5,5,5,5,Dropout
162,1,2,27,120,0,4.81,5,2.91,5,5,Business Studies,0,0,28,0,0,14,1,3.67,4.33,3.67,4,4.67,4.33,4.33,4.33,4.33,Dropout
163,1,2,26,120,0,4.31,5,3.55,5,5,Business studies,0,8,21,0,0,14,1,4.67,4.67,4.33,4.33,5,4.33,5,5,4.33,Dropout
164,1,2,27,42,0,5,5,2.56,4,4,Business Studies,0,1,5,0,0,6,4.67,1,1,4.33,3,4.67,3.67,1,3.67,2.33,Dropout
165,1,2,26,132,0,5,5,3.59,3,3,Business Study,0,10,5,0,0,15,4.67,3.33,4.67,4,3,3,4.67,5,5,4.33,Complete
166,1,1,0,9,0,0,0,1.06,0,0,0,37000,0,2,0,0,2,1,1,1,3,2.67,3.67,0,0,0,0,Dropout
167,1,1,25,120,0,0,0,2.98,0,0,B. Studies,0,2,15,0,0,17,1,1,5,3.67,3,4,4.33,5,4.67,3.67,Dropout
168,1,1,0,132,0,0,0,3.01,0,0,0,0,2,12,0,1,14,5,2.33,3.33,3.33,4,4.33,4,3.33,3.33,4.33,Complete
169,1,2,28,18,0,0,0,3.17,0,0,Business studies,400,0,2,0,0,2,4.67,4.33,4,3.67,3.67,4.67,0,0,0,0,Dropout
170,1,1,0,0,0,0,0,0,0,0,BUSINESS STUDIES,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
171,1,1,26,0,0,0,0,0,0,0,Science,14500,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
172,1,1,27,123,0,0,0,3.32,0,0,BUSINESS STUDIES,0,4,9,0,2,13,5,5,3.33,3.67,5,4.33,4.67,2.67,4.33,3.33,Complete
173,1,1,27,123,0,4.25,5,3.24,5,5,Buisness Studies,0,1,13,0,0,14,4.67,4,3.67,3,5,3,5,4,4.33,4.33,Complete
174,1,1,25,63,0,4,5,1.89,4,5,Buisness Studies,0,0,9,0,1,9,3,2,2.33,2.33,2,2.33,2.33,2.67,1,2,Dropout
175,1,1,26,123,0,0,0,2.53,0,0,BUSINESS STUDIES,0,0,14,1,1,14,4,3,3,3.33,4,3.33,4,3.33,4,3.33,Complete
176,1,1,0,9,0,0,0,2.56,0,0,huminities,25750,0,1,0,0,1,3,3,4.67,0,0,0,0,0,0,0,Dropout
177,1,1,25,45,0,0,0,1.98,0,0,Business Studies,0,0,10,0,3,10,1,1,1,3.33,3.33,3,2.67,1,2,1,Dropout
178,1,2,26,123,0,0,0,3.92,0,0,Science,0,12,1,0,1,13,5,5,4.67,5,5,5,5,5,5,4,Complete
